orderid,storeid,userid
8dead6cb-84a7-4127-8c1a-8747dc0d8852,20c30bfc-ee71-4ea6-96dd-c9969b68819f,58c75a22-3d22-4896-b5fc-4e038f8b198a
2121f40f-4f2b-4e8f-be4f-c9a8777bf7ea,86b53e4a-a4e2-465a-bd51-11a51d2d625b,a24b8cd3-2c5c-4af5-9cf6-fd36000e6546
cd03af6d-587d-4c7f-83f0-8b7765b56524,846e598a-cbc7-438f-a051-1288588a8421,7ba6d024-8405-417c-8876-12768e29fc1e
916c1695-7f49-419b-b4a8-19dc55dec331,ebae0cf3-19b1-4fbd-9ba1-f82d0f428565,3910e6aa-d922-4fd3-9636-bd216e7bfc17
7ab8ceca-8664-4cdc-bc67-5e5d48521ee7,53854ad6-f490-4969-b8b7-a9ffb8054f31,67d461d8-52f7-4df0-aaf6-97251063985e
f232b997-3583-47fb-941d-10b9d65793b2,7283d114-90c2-44ec-8d71-4a18d13196c0,31257de2-04bb-4623-8513-237c1b495815
56b2b7ba-5dd3-41f3-ac2e-ed24e2c50582,6afdaf84-2feb-492f-a783-27bb3f1a9c4c,4daf653f-a728-4284-8c32-fd5a64da7fe9
a25cbd86-9c83-4764-9524-782317382b4f,01c01d83-1c60-41c6-b91c-3ec1b1269e02,49a3ea73-0832-4da2-90af-f44dca6c20ae
d069f97c-46da-4b9b-9ce1-25a28e43c63e,9c3fe418-4dd5-4e9c-a55b-21cc6de67c83,50cb3fa3-cff8-4952-9ecb-e29be292a819
777a5474-8839-4886-a1c4-62eefae4e1a6,8d7b21e0-0739-4353-8200-838030387dcc,b0dc49f2-4ae7-4e34-adf2-5b6bdf1e8e72
1c183a97-7542-4c59-bd3f-948152c73bde,5966be2c-1573-49c4-ba13-9496e20bfdec,a0d20ab8-7bbd-4ca9-9f74-e5d65f026c43
ddd28902-3989-4b14-bd58-67f4cb30ab86,f0975464-943c-4df4-9f98-c66373cf51c7,73fd98d1-080f-437f-bd90-d3e81a013cc0
76c9b02c-1159-4e49-91c9-2c7816cdf06f,b2cc715a-ab4c-4bcd-87a1-1d73886a3647,95bf1535-3439-4e40-ae1c-7e7f3edaa2ac
34d44cb2-ff18-4e3b-af16-a9c8bd86ebf0,2de027e6-3b73-4f0b-a2c2-f4a920bbabed,57242faa-3f0c-4765-8a07-179f1397d139
9b3d2b02-c94b-4397-8a44-2d6c03b24199,e6ea89b5-c521-4e39-928a-b95b315f39f7,7d77920c-307f-42c7-943a-ec605b80d24f
c18b6388-7bf5-4ccb-b98a-703636ebbfeb,d8744f8d-307a-4f17-80c8-91df1127fde3,ab59007d-6ea0-49a4-846b-e53a8d3017f8
de6f9975-33a5-4192-bf51-22b34b8147c4,0d8cc43c-581d-4e69-b8f1-cf11086b760b,c98db8e2-e6b8-430c-9e0b-354c300a4440
25acd07f-6ae4-4b52-9c37-7a6a9d68a11e,e02566cb-ec76-4e55-b54b-42ad8fb22112,9a632dbe-f9ce-41b9-8cd5-5f00f67da74a
2badf729-85cd-4f5f-b49b-b627ca7add13,0cf57c6b-76e7-4d8c-9ac5-0b76dd33abd9,a2ee3f3a-9e3a-47ef-8830-57f10abd3e6d
659a5b9a-c0e4-451d-979f-2d5f105383c0,a809b7f8-1fe2-4316-b145-71cf90143856,5d114df6-5759-4501-948e-755801c49dfe
d821c475-5c17-4f32-bb88-bd9bb8923b3b,eb0198e2-d1b8-4b6f-9deb-0d2ad18e00ed,bd8b0ddd-84e3-4087-a12e-7ff9d9ff2bde
b299cbaf-1906-4433-859d-8c3db20b0a31,7edcddd5-1394-40a1-93b4-51dd4b9b117d,7813c2db-5871-4485-ab9c-a758d987f65e
5b2f40cd-2950-48aa-95d6-068db5173e43,b281d92b-56fe-4546-9eca-f8cded8cc942,c1a7a781-79ba-4e8c-b768-964bad1a9313
70811141-7340-4bbd-bdc7-d471120ae7cc,1b3c7d64-18ed-4fca-af6b-eb1188ac33b2,29ac2bf1-ac82-4276-8961-d66e292e1035
00ebc921-b0f5-4125-b295-9160b708058a,89630b3a-1978-4a42-955e-07b468459033,e5366da6-c18e-4a2e-b1a6-ade4d3cca814
eaca805a-ab9a-4dc8-b23f-6b118852003c,4e1a9a19-045f-4657-87f6-7299a8b2964d,a672d11f-c405-4335-8245-b362f8e8dd12
89ee0097-c2cd-4366-9f5f-e70df2d694a7,b2cc715a-ab4c-4bcd-87a1-1d73886a3647,48703b06-7fde-4708-9623-4f82c89ad787
5134f376-6c11-49e9-ade7-e7eb0faf637b,aee98427-ae8f-499c-afc5-926944848dca,3ffeb989-ee69-426f-b7c2-d01f6cc1120d
ce27c028-3bd9-470a-afb3-b78d490889aa,299f386a-f9ba-4361-8f62-8e6c7deb597b,b3a8bb44-a154-4d24-86ce-a42f94d81e42
2fbfdb5f-b4e1-4f0e-9b85-50f2d1f50197,e03d9347-1ba5-4818-90a8-da36f391f0d6,13c4e5eb-6afe-4c4f-9de0-ab973fcd2aee
2ad1ce76-0cae-4333-91a3-edbdc71890b9,def437e5-b218-4249-bb8d-24e6a61d87de,be5e4fb2-dfc3-491a-a8c0-5a282752a060
54671a0b-2b08-4a99-be8a-625b2fbd9949,9d1619af-9294-4e63-9a07-c471629f90f3,f0c1dd2d-aff7-46bd-8294-91eed3f5ca0d
41fed1ef-f492-4d62-ace3-1694c54d4db2,3a7b0da7-5d60-4c67-85db-d0e73d54019d,331371d7-9cef-412e-b39f-78c50876dc6b
056c9f53-0abf-489e-b99a-5b3fef21ae3a,f35f7c69-9e67-4957-887e-3a3828df9bd4,76695c9f-6736-4f94-a730-323ade6371bf
0a3649c1-3f2b-4e3b-a502-55294ffc7e03,20c30bfc-ee71-4ea6-96dd-c9969b68819f,06f44371-77e2-42ab-9445-19ce90c2919b
b5cc947d-0f61-4956-be32-e8fa3917c5e4,f35f7c69-9e67-4957-887e-3a3828df9bd4,b271be6c-1dbc-49ac-876c-3f0e5ac03d31
ed8cecd1-abb4-4acf-9c2b-8f84eceeecb9,882bf5ee-4a60-41ca-8bc4-c640d509dbc9,8d2b539c-d68b-417f-b7fb-52cbf1c045cf
4149a700-96c4-4b02-849b-36f56c296f38,e2b7c686-cdf0-4c6f-a088-3dd5bb6ed3e7,941b08ed-af64-4c3b-b41f-8bb3dd774fff
f34b13ff-d9ef-45d5-9c1f-084c2cb41556,eb0198e2-d1b8-4b6f-9deb-0d2ad18e00ed,9cf15f8d-5a7b-424a-b65e-4d7f82256200
8bfbad89-ca6f-4d10-8f24-d70136007a96,eb0198e2-d1b8-4b6f-9deb-0d2ad18e00ed,634e88c1-8fcb-4b70-8381-0c50dcb0a273
b39911ef-77c0-48ba-a1a6-b6c58832b484,780c578e-fc30-45d3-b880-7358f5a5bbb9,f3a0c1e9-ab4b-4596-8151-90d3bfd73455
80f5b6c3-8827-4fb3-9a14-8795280527c7,b281d92b-56fe-4546-9eca-f8cded8cc942,1de09805-8653-42a5-8ebb-547fdb71691e
375a1b3e-9d41-41a8-9b12-3ccf8d2a03fc,d8744f8d-307a-4f17-80c8-91df1127fde3,3c001dd4-8441-4444-b4fa-a7cd00995029
47b9cdf6-1f28-4d17-99b0-968ec132a8c4,90e8012d-2fca-4671-812d-cee802743743,45921145-4d95-46f4-9f75-69792d90055a
66b1631a-1b8b-400e-af4f-ccb176d85486,3d0fe6d0-72a8-4ca6-b539-748bce47dd05,fa7429e9-af6f-41cd-9bcd-3cee177918aa
860eeeb6-48cf-45c9-b585-84b8f8f78849,f8a765c6-73ab-4e72-bb95-e7aeb8f0597b,0ce1b108-552b-46e1-93b6-2018b35af0ae
955c1bba-c7da-4d42-9364-df33251ce33d,3c80f313-f640-4f93-888b-e3a2e07560cf,15d42b5d-d416-4104-9ee4-21341a3243d5
3b3d0b55-a7a5-45c4-8bf4-8ee305aa69ee,b4c8cf78-b34d-456e-9d0c-d11a1fa93faa,23f71837-7ded-4155-92b9-213d74258d37
00cf203e-bff0-465b-a914-06ab704cbb55,3b3f391c-ae78-4afb-afc1-12ad5f9edff4,d619793f-7411-4911-88f3-325c0f216a5e
f3b4e73b-74ce-4c77-9b3d-40a0f9145327,655dd9ce-a250-4a6e-b4c1-920fbd6b46a9,1553840d-e945-444e-b105-9ecf2c420602
c0ffc4a2-1945-44ba-b379-22f0649afc28,c93da805-0626-4267-93ee-c2f0665cfddb,2bf7dc26-0a1f-44d9-bc4e-986a4aa617e5
8d863718-2684-4442-88d8-97aab9e2534d,8071b7a4-d375-409c-8d85-cbc14118ee5d,6a50991d-61c3-4168-a11d-87e883c44bca
ceb9982c-45a8-4498-b616-45bc31c38b55,7c1dec14-2613-43aa-a1d7-c91eb5174778,748980d4-ffdd-4f99-8c7f-7ae367d071fe
e88021db-bce3-4b4a-b5c1-7fb56f78b2c3,5f608aa1-6beb-45cc-8856-02fdaefbe937,44709e91-9d7d-4233-b2c2-e4d7e570203e
e9106902-dd8a-4ce7-87aa-4d7c6c756697,45d9deab-4302-4886-9f64-a985cb281157,6ac61aa4-490e-410b-87e5-6c76e85df6a4
5791d3b6-a210-4384-8553-dad97756e0f7,1e410804-17e1-4891-a5e7-c0731fa7f9c8,636fc1d9-6635-41d6-8eb7-cf0424fd750e
49abd8e0-4984-4de6-b756-4f6a0a0a3a4f,a28f7d10-cc3a-4356-a9d6-584fefc95321,5e984814-2454-4c8b-a088-cc3f55d35eb2
6352298e-e754-4ea7-9a07-c0723302aff1,def437e5-b218-4249-bb8d-24e6a61d87de,b14a0326-1340-4816-9da9-ea5b0123f174
3f8611d6-3816-4a9a-bea5-7bbe198d7d4b,a0827a40-84a7-4228-9d86-d04d0f613e7a,f19ffd06-c7dd-41a0-9864-93aeae60960e
d508f0e0-4d48-4b96-8047-8e2545aa7521,340392fd-5070-474f-a439-ef2709b1fcc0,afbdc6da-7746-4c29-87f8-295535f417bf
73c275c6-897d-4468-9cba-2c157708c590,3b70def0-21f4-4229-92bc-9619997441ca,415cd1f0-047f-40b1-b49a-16c8ac54b7ab
be7d37db-221b-47c5-b8c5-84eb06384d8c,a28f7d10-cc3a-4356-a9d6-584fefc95321,fd9179e7-e33a-4879-b835-f61b0e7ed9e6
4682e5c6-5459-4f44-a05d-78b3f562e283,60b7e6bb-c867-4773-8246-26d62d155610,18731c08-231e-4fd6-8241-f0c25384a45c
df89859c-9439-4db8-9cb1-830cbee43383,049208b2-9820-4aa0-b561-5dfb3b50d289,523cb489-fc39-4490-9f73-18dcbcbedd0c
f9c9fa56-7379-499d-96c6-76c3b1c1b33e,ac78008a-938a-4cc1-8f4d-de55bce5efb5,54a2a1d0-28be-4c1a-87b8-ec0a71808b2c
5fb2c9b6-afc8-417a-90a7-e8f5b1e5c71c,e6f77d23-553e-4d73-9457-2c7b3d485c41,66d4deb5-31f1-40e0-9f13-61754a5f368a
f52e31b5-202e-43de-bfb5-96d21d23640c,5530e2ec-db92-467e-975d-e8efed7d7134,29851777-1c1f-4574-882b-c6ade352b0d0
19a7fb54-5113-4381-90f1-3dea387fb5f1,475222bf-67aa-4355-bdc2-f7a09532de09,452e8990-49b8-4380-9ca8-2d86757787be
d64409a5-d4fa-4b0a-8d8b-5cf01bcd7799,54a3eebc-9eb6-404d-997f-84d58dfd0dd1,1ece5047-39db-46d5-8ba0-307f3f9c7db0
8d9ef5b0-8d5f-4879-9324-76c69577e4f9,5530e2ec-db92-467e-975d-e8efed7d7134,70bc3498-c4d5-4d5f-9d30-cbc593dd352c
ba8ea7ab-36dd-4135-b6a5-84cfac774520,2346769e-a912-4236-9248-36ee70b39254,daa43261-d697-46a5-b624-0959e398932f
ca67225c-c0b9-42a7-aa98-092043fae3da,299f386a-f9ba-4361-8f62-8e6c7deb597b,cd75c301-2165-4424-a275-b63789718eec
cbf6b4c0-610a-474a-b6f2-9333da73d360,3d0fe6d0-72a8-4ca6-b539-748bce47dd05,b3794d3c-cc75-46f9-86d8-fa6b980bc2d7
fc8d3752-99b5-478f-bc3c-279deec19bcf,eb0198e2-d1b8-4b6f-9deb-0d2ad18e00ed,48d88642-ff1c-48a1-ba19-5892f58aaf3d
b2e86d26-8281-4299-9624-170c5310d00c,7bfecaae-aa05-4991-aafa-97ea85fd4c75,2e7e2c6a-8a06-4b6d-9185-47a3d9b37f9e
bd8d2119-ea06-4738-894e-b704df9894a0,e8564795-c74c-427a-80e5-d0f79d690745,7c196748-eaee-4b97-a498-c8db88350ab2
bbfd7f91-1429-4f46-a5b8-60eedafd78f7,4fa30430-d8ee-44d3-bd02-a9149ea355b0,7631d679-9926-4131-b074-2e8080c6a2bc
ef6277f6-2904-4913-a15e-b0c8c281f6db,21847fc4-e1f0-4d5c-a3b4-020b2d07e5a0,fdf82d0c-7b55-47d5-8088-c77594fbe1d6
02a66b72-8bb2-4c3e-80d3-ae2ae98c4e1d,7c743a80-c4f0-4c79-becc-e1df4f23c054,b1e9645d-2798-42d1-916e-229d8c33ffec
da4d632c-f927-4f3e-9955-7cc8516f61c2,e6ea89b5-c521-4e39-928a-b95b315f39f7,95de38d4-3d0c-4d30-bdc6-dd2763a7d978
e0273e7d-fd7c-4847-9cc5-ae6933a83892,26d03e71-c433-4487-a0de-59085e126003,17775d78-a6c3-44a0-887f-15a8fe4a9af2
c53f9c8a-402e-42a7-9582-0e71466bb8a2,4e1a9a19-045f-4657-87f6-7299a8b2964d,d0da6ddc-c6dc-4081-b127-2dcdfb75c2b8
b44b204e-56c0-4608-973d-95091c234bbe,74d42a17-e4f3-4d75-905f-1cbe954bbe43,cdb5eb54-7bd7-407e-a22d-b49188c3c295
22830799-1d5e-4d2a-9d3d-8feae6e0ae99,5c4703a4-1c24-461e-a4dd-9a6d39f0c0f6,e5366da6-c18e-4a2e-b1a6-ade4d3cca814
3d766698-22ad-488f-b06e-fc4436030653,3d29d8a9-fc26-4bc6-b92f-da92454e79a4,4f234fae-6058-4c2b-837f-50a22e8a81bb
eab6a516-b6db-46c0-9bc9-2ac35aaa0aa2,f35f7c69-9e67-4957-887e-3a3828df9bd4,f50fd0a5-ecbb-42e8-8db8-bca51737bae1
ac44c82e-3406-4448-9d5c-cb7e32b0cdee,340392fd-5070-474f-a439-ef2709b1fcc0,678ed007-a26f-458a-8ab7-10db3ee86e71
024390a1-a1eb-4fd4-9f62-219c9c32c47b,9af2aaca-47cc-40f7-9c4b-9d9a8c715d33,d70d14b2-1900-49cf-8af2-5b75495e55c8
7c6424a6-83d2-4d25-b003-4ad971dd0491,9cd75111-d26f-41ac-b579-85dc14e9fb54,65a0fbac-4fc8-486f-b19d-0671c05068d5
2807cfb7-dfff-4309-a1e3-a05611d08922,a225701b-e243-4592-be53-dcfeea1eb959,372e4064-9c9c-49a3-8dab-bd383c08f17d
b7b56c75-cb6b-4b4b-b566-b7db19a7642f,c93da805-0626-4267-93ee-c2f0665cfddb,07fa24a2-044b-40d5-960a-ec4c9fee16e6
619a6571-7891-497f-a035-a6cf98a064b2,2008ae51-ef1c-4c58-ac12-759dda177a0f,28f160a2-3e4d-47aa-931b-7cc1a7412e21
3bce1ff2-2f8f-49e7-bb8c-e9acc228bf4a,6318b49f-0969-44f9-9b53-3c9d00cbb808,0751b49b-4208-45c7-9da3-bca0a28d9050
43a1acf0-068a-488a-b5f8-6cda7796d454,aee98427-ae8f-499c-afc5-926944848dca,eddd0f1a-c568-48fe-873b-992b64fa9a57
b9bfb9c4-1c11-4d91-930b-a70685f426de,97984187-d7cf-4e2e-9f70-5c6022443572,d271ef54-e033-4a1e-a7d2-de19de270745
58d3a7f2-3d8b-437f-b5de-6306dba5c6a2,c57feb1f-a1d2-4c16-b096-fe76e5d080e0,a0e65247-d16d-4346-8036-d66f56613d6c
1d7a6691-f359-4b76-9cca-00ff0137e948,def437e5-b218-4249-bb8d-24e6a61d87de,df047864-ceec-467a-aa53-0dabfc7eb032
16c0610e-3a08-4977-a899-bb5af1fc41de,ebae0cf3-19b1-4fbd-9ba1-f82d0f428565,1e871b9b-1bed-4911-94a7-97436d9c804d
a74ba7cb-8865-4f28-bc22-baf9cab1f290,4e1a9a19-045f-4657-87f6-7299a8b2964d,574dab6e-4d9c-4524-8d09-1835080c9bc2
075fbddf-e405-472a-93b3-b01153efd42a,f0975464-943c-4df4-9f98-c66373cf51c7,32e025ac-59f5-4e2d-af20-0078b16fd9b7
29c58830-5139-4e83-949b-951e4d87cda5,89630b3a-1978-4a42-955e-07b468459033,01504a81-ad3a-478d-b136-489a1a19cdbe
1b1f4543-bffb-4f41-b6cd-811bf49bee98,ce35a047-4302-425c-addb-894e01dfd9c5,97291536-0a98-4b55-9423-b63ab224b72a
02902453-9221-4ab1-8149-f65499227814,dae2ab7c-2894-4922-a634-847f98bbdf4c,f86b46ee-5c80-4597-892a-30a00991e54c
21c7e665-0577-4f4d-b3ff-418a89bdccd6,299f386a-f9ba-4361-8f62-8e6c7deb597b,8f38c3bd-de60-4c98-beb4-c949ba0a208a
8746e853-f473-4949-a78c-b556aad4a67d,50fcbad4-82db-4f34-82fa-a131c53b6126,a65ce46a-8884-4805-b562-5e75e10ae536
47b7e215-df52-4d7a-8963-c24e4e9a8c59,61d5437e-b5d1-4110-accd-d8b23eb1dd45,21fb25bb-4662-4fd0-8e0d-650d65036a36
0f4d293a-f3ef-46de-bb52-231582f1a464,d5ad9003-8e6c-46b7-b744-349a563f7576,331371d7-9cef-412e-b39f-78c50876dc6b
cfac4c50-0d49-4bd9-826a-66543db7e037,633a5189-8fb0-415c-bacd-d0325e69ea32,445e340e-1d99-4f00-9a64-9b54a92965be
4dbbb67f-8576-4983-a3f5-1999dd007c8b,98824bb9-7c9d-47dd-a285-4bbd7d4c4f20,e4755b21-3f25-4189-a816-5b79f54369c0
e9e55fef-2716-427a-a594-27faaa0369a7,a247bf56-b52a-4b8d-a1f6-a935250693c3,95bf1535-3439-4e40-ae1c-7e7f3edaa2ac
ac53c5e9-eb1b-4f8a-8c86-ffbfeb591b0e,895b44b7-f789-4fea-949a-bca0dec3651d,14bb9825-d36d-4ece-a7b2-792f6de52231
59e8a803-7b36-43bb-8b59-ac6e3d483281,ef095477-615b-4621-b01c-a9e085898785,db89c911-f5bf-4e22-a219-c49199e6de42
48468614-25cc-425d-9d9d-d324d43546d9,984fdc3e-0946-4887-bfef-1d7de5e4111f,6dad2fd6-8055-4402-b06c-b6f5763d9896
37a06b82-034f-4ccb-b0d1-c689b01256a0,26fe605a-492b-46a7-a18b-3604c64828d9,3e55dbf4-4f80-4fc3-9689-80dc47acc84c
789ac42f-cdb5-4866-971f-32ccce742e5c,2346769e-a912-4236-9248-36ee70b39254,25957a80-14c0-49e7-97ab-72fba5fd8488
a8d09ed7-0871-4b2a-b466-7f00a438e84d,0f8c713b-571a-4f89-be28-29d5b4c26238,e42a71e4-76af-4ab4-8c93-0c333a431e57
c3aa2dfa-2d8b-4231-b350-34fa081ee7df,3a7b0da7-5d60-4c67-85db-d0e73d54019d,ee02c826-7bc3-4de6-b098-d46062b034fc
90393d7f-2c4a-4d01-acf0-bb6ab54c2c3b,01c01d83-1c60-41c6-b91c-3ec1b1269e02,4a9a14a8-4d2c-43fa-899b-fb11fdd3c292
d6b4580e-58bf-431f-a995-6025b9545059,ef3f974e-8870-409d-a784-f4fcfb03adfe,fcea954f-2d45-447c-a664-b99caae68de7
632567b7-448d-45c1-b223-85eed60619f5,fe7ed3f3-6135-46b8-b509-0b54df31b69c,f90165c4-2087-429c-8c22-d23cbd8a8192
e16cbbd9-4305-4d05-8d37-41a84a0f46e5,ca087ce0-c384-42c8-8d10-74732341d08a,f834f22c-cab7-43fc-b580-34b1fd67ba64
b6f69de5-da62-4c78-ae7e-732d988e36d6,ef9c6c39-ba9d-4e11-b5cd-594c2b9f1483,270d8bac-dc26-4247-8383-7bcdeae8d6a3
